shipment_id,origin,destination,weight_kg,volume_m3,priority,deadline,value_eur
SH0680,Karlsruhe,Rostock,208,1.6,1,2026-01-26T00:00:00,8256
SH0681,Chemnitz,Erfurt,147,0.9,4,2026-01-20T00:00:00,3150
SH0682,Nuremberg,Oberhausen,544,3.5,2,2026-01-16T00:00:00,3525
SH0683,Dortmund,Nuremberg,666,3.7,3,2026-01-17T00:00:00,8564
SH0684,Dusseldorf,Monchengladbach,817,2.4,4,2026-01-17T00:00:00,4140
SH0685,Freiburg,Rostock,966,3.9,3,2026-01-21T00:00:00,2041
SH0686,Munich,Halle,243,4.4,5,2026-01-18T00:00:00,4505
SH0687,Duisburg,Cologne,665,0.6,1,2026-01-16T00:00:00,3422
SH0688,Bochum,Munster,824,2.9,5,2026-01-28T00:00:00,8462
SH0689,Hamburg,Aachen,415,3.5,2,2026-01-22T00:00:00,6614
SH0690,Monchengladbach,Munich,968,1.9,5,2026-01-23T00:00:00,8794
SH0691,Essen,Mainz,583,4.1,5,2026-01-20T00:00:00,3457
SH0692,Karlsruhe,Freiburg,349,2.5,5,2026-01-23T00:00:00,9293
SH0693,Freiburg,Duisburg,897,2.4,3,2026-01-21T00:00:00,9929
SH0694,Augsburg,Gelsenkirchen,896,3.3,5,2026-01-23T00:00:00,9442
SH0695,Kassel,Lubeck,823,1.0,3,2026-01-29T00:00:00,8225
SH0696,Dusseldorf,Leipzig,497,2.4,1,2026-01-17T00:00:00,3407
SH0697,Aachen,Monchengladbach,225,1.1,2,2026-01-27T00:00:00,7397
SH0698,Bremen,Dresden,675,4.7,4,2026-01-20T00:00:00,8311
SH0699,Halle,Bielefeld,719,4.4,1,2026-01-29T00:00:00,2278
SH0700,Munich,Duisburg,430,0.6,4,2026-01-29T00:00:00,7595
SH0701,Kassel,Stuttgart,791,4.5,1,2026-01-22T00:00:00,7036
SH0702,Rostock,Dresden,823,4.5,5,2026-01-27T00:00:00,7154
SH0703,Oberhausen,Braunschweig,734,2.6,1,2026-01-26T00:00:00,6038
SH0704,Magdeburg,Bonn,969,2.3,3,2026-01-20T00:00:00,7929
SH0705,Hamburg,Wuppertal,790,4.2,1,2026-01-22T00:00:00,8304
SH0706,Lubeck,Cologne,718,3.2,2,2026-01-17T00:00:00,6879
SH0707,Wuppertal,Lubeck,465,1.9,2,2026-01-22T00:00:00,1149
SH0708,Stuttgart,Oberhausen,669,1.3,2,2026-01-21T00:00:00,6454
SH0709,Monchengladbach,Kiel,515,4.7,2,2026-01-24T00:00:00,8445
SH0710,Nuremberg,Dortmund,898,4.6,5,2026-01-19T00:00:00,5577
SH0711,Magdeburg,Berlin,274,2.2,1,2026-01-18T00:00:00,4791
SH0712,Dortmund,Bochum,666,1.9,4,2026-01-16T00:00:00,4975
SH0713,Munster,Aachen,975,1.4,5,2026-01-21T00:00:00,4675
SH0714,Dusseldorf,Leipzig,790,3.3,2,2026-01-20T00:00:00,2414
SH0715,Mannheim,Bielefeld,901,4.7,1,2026-01-23T00:00:00,9779
SH0716,Mainz,Aachen,232,2.0,5,2026-01-23T00:00:00,3447
SH0717,Mainz,Gelsenkirchen,820,4.3,3,2026-01-16T00:00:00,7030
SH0718,Berlin,Erfurt,289,4.2,3,2026-01-20T00:00:00,9959
SH0719,Dusseldorf,Nuremberg,645,2.0,3,2026-01-21T00:00:00,3911
SH0720,Duisburg,Wuppertal,217,0.6,5,2026-01-22T00:00:00,9678
SH0721,Essen,Dusseldorf,203,0.7,5,2026-01-24T00:00:00,7235
SH0722,Karlsruhe,Munster,296,4.7,5,2026-01-28T00:00:00,1322
SH0723,Dresden,Bonn,714,2.2,2,2026-01-20T00:00:00,3501
SH0724,Chemnitz,Munich,285,0.7,5,2026-01-19T00:00:00,9253
SH0725,Chemnitz,Mainz,707,4.1,2,2026-01-16T00:00:00,3486
SH0726,Cologne,Gelsenkirchen,888,2.6,3,2026-01-20T00:00:00,9433
SH0727,Bonn,Hamburg,671,4.1,2,2026-01-28T00:00:00,7280
SH0728,Duisburg,Munster,480,1.2,3,2026-01-20T00:00:00,5815
SH0729,Monchengladbach,Cologne,167,4.0,4,2026-01-17T00:00:00,4702
SH0730,Dortmund,Erfurt,611,4.9,2,2026-01-18T00:00:00,9592
SH0731,Lubeck,Wiesbaden,965,1.0,4,2026-01-22T00:00:00,4157
SH0732,Magdeburg,Dresden,404,2.2,5,2026-01-17T00:00:00,6484
SH0733,Duisburg,Augsburg,675,2.5,4,2026-01-26T00:00:00,1691
SH0734,Bremen,Bonn,349,2.9,2,2026-01-18T00:00:00,9566
SH0735,Dresden,Frankfurt,769,1.1,4,2026-01-29T00:00:00,5753
SH0736,Augsburg,Rostock,362,5.0,1,2026-01-18T00:00:00,8314
SH0737,Mainz,Bielefeld,311,3.3,4,2026-01-23T00:00:00,7467
SH0738,Monchengladbach,Berlin,483,0.8,4,2026-01-24T00:00:00,6866
SH0739,Braunschweig,Bremen,574,3.2,3,2026-01-21T00:00:00,9104
SH0740,Nuremberg,Rostock,979,3.8,1,2026-01-22T00:00:00,4089
SH0741,Krefeld,Munster,389,1.6,5,2026-01-28T00:00:00,4970
SH0742,Munich,Chemnitz,610,4.8,5,2026-01-26T00:00:00,7855
SH0743,Karlsruhe,Stuttgart,879,0.6,1,2026-01-17T00:00:00,1504
SH0744,Frankfurt,Essen,850,2.7,3,2026-01-20T00:00:00,8527
SH0745,Bonn,Leipzig,907,0.7,3,2026-01-16T00:00:00,3879
SH0746,Oberhausen,Lubeck,121,4.2,5,2026-01-23T00:00:00,5972
SH0747,Duisburg,Karlsruhe,236,2.1,5,2026-01-25T00:00:00,7098
SH0748,Rostock,Lubeck,233,4.8,3,2026-01-28T00:00:00,1829
SH0749,Lubeck,Magdeburg,663,4.5,2,2026-01-16T00:00:00,3616
SH0750,Berlin,Dusseldorf,596,2.1,2,2026-01-24T00:00:00,7008
SH0751,Kassel,Rostock,900,4.3,2,2026-01-26T00:00:00,7301
SH0752,Augsburg,Duisburg,996,2.7,5,2026-01-20T00:00:00,7342
SH0753,Aachen,Karlsruhe,817,1.4,3,2026-01-17T00:00:00,8697
SH0754,Magdeburg,Hanover,278,0.5,1,2026-01-17T00:00:00,2626
SH0755,Hamburg,Freiburg,445,3.2,2,2026-01-16T00:00:00,8855
SH0756,Dusseldorf,Oberhausen,983,0.7,4,2026-01-18T00:00:00,6168
SH0757,Kassel,Hamburg,301,3.1,5,2026-01-20T00:00:00,5952
SH0758,Braunschweig,Rostock,838,1.7,4,2026-01-21T00:00:00,7821
SH0759,Lubeck,Gelsenkirchen,638,4.0,4,2026-01-25T00:00:00,9066
SH0760,Halle,Leipzig,155,3.8,3,2026-01-21T00:00:00,8954
SH0761,Bochum,Berlin,564,0.9,1,2026-01-22T00:00:00,8871
SH0762,Magdeburg,Hanover,837,1.7,4,2026-01-19T00:00:00,2841
SH0763,Dusseldorf,Braunschweig,570,3.4,5,2026-01-25T00:00:00,5372
SH0764,Dresden,Braunschweig,489,3.7,1,2026-01-18T00:00:00,3485
SH0765,Magdeburg,Mannheim,709,5.0,4,2026-01-24T00:00:00,7674
SH0766,Wuppertal,Bielefeld,869,1.3,1,2026-01-28T00:00:00,8439
SH0767,Freiburg,Rostock,441,3.0,1,2026-01-29T00:00:00,3521
SH0768,Aachen,Chemnitz,759,3.6,3,2026-01-27T00:00:00,8286
SH0769,Lubeck,Erfurt,462,3.6,2,2026-01-29T00:00:00,8713
SH0770,Mainz,Essen,847,2.3,5,2026-01-23T00:00:00,7438
SH0771,Chemnitz,Gelsenkirchen,614,3.3,3,2026-01-29T00:00:00,6571
SH0772,Kiel,Mannheim,541,0.8,4,2026-01-29T00:00:00,8893
SH0773,Bremen,Magdeburg,735,1.5,2,2026-01-19T00:00:00,3179
SH0774,Bochum,Hamburg,574,2.7,4,2026-01-18T00:00:00,3757
SH0775,Munster,Oberhausen,224,2.2,3,2026-01-21T00:00:00,8616
SH0776,Gelsenkirchen,Hamburg,283,4.0,5,2026-01-17T00:00:00,5887
SH0777,Frankfurt,Chemnitz,259,2.6,2,2026-01-21T00:00:00,4062
SH0778,Braunschweig,Bonn,585,3.3,4,2026-01-28T00:00:00,9855
SH0779,Bielefeld,Frankfurt,933,1.3,1,2026-01-25T00:00:00,6926
SH0780,Berlin,Gelsenkirchen,164,2.7,2,2026-01-25T00:00:00,4163
SH0781,Augsburg,Bonn,518,1.7,1,2026-01-24T00:00:00,7634
SH0782,Monchengladbach,Bonn,456,1.8,1,2026-01-19T00:00:00,3007
SH0783,Kiel,Rostock,615,3.4,1,2026-01-18T00:00:00,5672
SH0784,Bochum,Chemnitz,242,3.3,4,2026-01-18T00:00:00,7801
SH0785,Dortmund,Bielefeld,895,2.2,2,2026-01-29T00:00:00,5254
SH0786,Monchengladbach,Munich,217,4.4,1,2026-01-19T00:00:00,3153
SH0787,Duisburg,Monchengladbach,310,2.8,1,2026-01-16T00:00:00,7965
SH0788,Nuremberg,Oberhausen,680,1.3,2,2026-01-16T00:00:00,9909
SH0789,Mannheim,Munster,331,0.5,2,2026-01-25T00:00:00,3472
SH0790,Rostock,Duisburg,485,1.5,1,2026-01-20T00:00:00,8626
SH0791,Lubeck,Hanover,562,1.7,4,2026-01-19T00:00:00,2668
SH0792,Mainz,Krefeld,152,2.8,3,2026-01-17T00:00:00,7607
SH0793,Essen,Freiburg,254,0.8,2,2026-01-16T00:00:00,3990
SH0794,Bonn,Chemnitz,451,4.8,3,2026-01-21T00:00:00,6998
SH0795,Bochum,Augsburg,218,3.5,4,2026-01-24T00:00:00,2777
SH0796,Magdeburg,Halle,157,3.8,2,2026-01-23T00:00:00,7411
SH0797,Braunschweig,Kassel,509,4.6,1,2026-01-28T00:00:00,4720
SH0798,Kassel,Augsburg,171,1.1,3,2026-01-18T00:00:00,7107
SH0799,Bremen,Frankfurt,129,3.1,3,2026-01-24T00:00:00,5919
SH0800,Wuppertal,Leipzig,391,3.9,4,2026-01-26T00:00:00,6552
SH0801,Munich,Kiel,731,2.7,2,2026-01-29T00:00:00,2611
SH0802,Lubeck,Chemnitz,779,1.7,2,2026-01-18T00:00:00,9350
SH0803,Mannheim,Duisburg,801,1.8,4,2026-01-18T00:00:00,4994
SH0804,Karlsruhe,Freiburg,203,0.6,4,2026-01-29T00:00:00,7245
SH0805,Nuremberg,Duisburg,580,4.4,4,2026-01-22T00:00:00,4058
SH0806,Frankfurt,Cologne,884,1.4,4,2026-01-25T00:00:00,2118
SH0807,Wiesbaden,Kassel,384,3.3,1,2026-01-16T00:00:00,7297
SH0808,Munster,Aachen,944,1.2,3,2026-01-17T00:00:00,7269
SH0809,Lubeck,Gelsenkirchen,760,0.9,2,2026-01-22T00:00:00,6213
SH0810,Oberhausen,Lubeck,808,3.8,3,2026-01-17T00:00:00,2231
SH0811,Erfurt,Dortmund,858,0.8,2,2026-01-29T00:00:00,9403
SH0812,Dresden,Munster,704,1.5,2,2026-01-18T00:00:00,8286
SH0813,Cologne,Munich,294,2.7,4,2026-01-17T00:00:00,5399
SH0814,Mannheim,Bielefeld,634,1.9,4,2026-01-21T00:00:00,6012
SH0815,Mainz,Hamburg,741,4.5,4,2026-01-26T00:00:00,7399
SH0816,Nuremberg,Dresden,357,2.0,3,2026-01-17T00:00:00,6054
SH0817,Dresden,Frankfurt,600,1.1,4,2026-01-19T00:00:00,9981
SH0818,Dortmund,Bremen,345,2.1,4,2026-01-20T00:00:00,6552
SH0819,Essen,Dusseldorf,975,5.0,3,2026-01-24T00:00:00,4127
SH0820,Kassel,Cologne,638,3.9,4,2026-01-16T00:00:00,7132
SH0821,Bonn,Nuremberg,237,3.8,4,2026-01-29T00:00:00,9110
SH0822,Bonn,Hanover,501,4.3,1,2026-01-22T00:00:00,2135
SH0823,Dusseldorf,Gelsenkirchen,520,0.8,5,2026-01-24T00:00:00,2862
SH0824,Karlsruhe,Wuppertal,724,0.6,5,2026-01-25T00:00:00,2517
SH0825,Mainz,Dresden,476,1.7,2,2026-01-23T00:00:00,7594
SH0826,Essen,Magdeburg,759,3.4,5,2026-01-27T00:00:00,3717
SH0827,Wuppertal,Bielefeld,687,3.1,3,2026-01-25T00:00:00,6452
SH0828,Krefeld,Frankfurt,352,1.0,3,2026-01-26T00:00:00,4636
SH0829,Berlin,Dortmund,198,3.6,3,2026-01-20T00:00:00,2900
SH0830,Bochum,Krefeld,698,4.5,4,2026-01-17T00:00:00,7667
SH0831,Wuppertal,Kiel,697,2.4,3,2026-01-24T00:00:00,3403
SH0832,Mannheim,Munster,440,1.9,3,2026-01-19T00:00:00,5549
SH0833,Hanover,Bonn,816,3.5,5,2026-01-23T00:00:00,9629
SH0834,Gelsenkirchen,Duisburg,457,4.7,3,2026-01-22T00:00:00,9726
SH0835,Mannheim,Kassel,410,3.9,3,2026-01-20T00:00:00,2746
SH0836,Oberhausen,Bielefeld,422,1.8,1,2026-01-20T00:00:00,2465
SH0837,Munich,Augsburg,810,4.3,2,2026-01-19T00:00:00,9544
SH0838,Stuttgart,Munich,643,2.4,4,2026-01-19T00:00:00,4046
SH0839,Hanover,Munster,955,3.3,4,2026-01-16T00:00:00,2556
SH0840,Kiel,Braunschweig,301,2.2,3,2026-01-21T00:00:00,7530
SH0841,Magdeburg,Leipzig,426,0.7,4,2026-01-21T00:00:00,4344
SH0842,Frankfurt,Wiesbaden,893,3.3,5,2026-01-17T00:00:00,5098
SH0843,Munich,Bielefeld,728,4.7,5,2026-01-28T00:00:00,4330
SH0844,Chemnitz,Nuremberg,923,1.1,4,2026-01-23T00:00:00,5420
SH0845,Freiburg,Bonn,341,4.9,3,2026-01-28T00:00:00,3741
SH0846,Nuremberg,Erfurt,768,4.4,1,2026-01-17T00:00:00,9637
SH0847,Duisburg,Bochum,748,1.8,5,2026-01-16T00:00:00,8521
SH0848,Wuppertal,Wiesbaden,666,3.4,3,2026-01-22T00:00:00,9592
SH0849,Kiel,Rostock,428,4.5,1,2026-01-19T00:00:00,6325
SH0850,Rostock,Mannheim,107,2.9,3,2026-01-24T00:00:00,2499
SH0851,Frankfurt,Krefeld,347,1.2,1,2026-01-26T00:00:00,3246
SH0852,Munich,Bremen,405,2.9,4,2026-01-29T00:00:00,4847
SH0853,Krefeld,Bonn,556,1.7,3,2026-01-22T00:00:00,9425
SH0854,Munich,Freiburg,1000,3.8,3,2026-01-26T00:00:00,9674
SH0855,Mannheim,Aachen,943,1.2,1,2026-01-28T00:00:00,2512
SH0856,Erfurt,Berlin,730,1.7,5,2026-01-23T00:00:00,9922
SH0857,Dortmund,Stuttgart,479,4.6,1,2026-01-17T00:00:00,4000
SH0858,Gelsenkirchen,Erfurt,862,4.4,2,2026-01-25T00:00:00,6304
SH0859,Bielefeld,Wiesbaden,792,3.1,2,2026-01-23T00:00:00,8879
SH0860,Dusseldorf,Lubeck,815,3.7,1,2026-01-27T00:00:00,7863
SH0861,Dortmund,Krefeld,238,3.7,3,2026-01-21T00:00:00,9473
SH0862,Gelsenkirchen,Mainz,867,2.1,4,2026-01-20T00:00:00,1450
SH0863,Cologne,Stuttgart,564,1.8,1,2026-01-19T00:00:00,2323
SH0864,Wuppertal,Duisburg,531,3.6,3,2026-01-21T00:00:00,1070
SH0865,Hanover,Aachen,943,1.0,4,2026-01-27T00:00:00,1342
SH0866,Halle,Nuremberg,766,2.5,5,2026-01-18T00:00:00,1004
SH0867,Bochum,Bonn,827,4.5,3,2026-01-20T00:00:00,6662
SH0868,Mannheim,Leipzig,834,1.5,4,2026-01-16T00:00:00,6182
SH0869,Kassel,Wiesbaden,765,2.7,5,2026-01-24T00:00:00,3587
SH0870,Mainz,Braunschweig,402,4.2,3,2026-01-25T00:00:00,8349
SH0871,Kiel,Berlin,538,2.3,3,2026-01-29T00:00:00,8542
SH0872,Erfurt,Chemnitz,249,4.6,3,2026-01-28T00:00:00,9341
SH0873,Aachen,Bochum,501,3.8,2,2026-01-26T00:00:00,6817
SH0874,Kassel,Munich,919,0.6,5,2026-01-29T00:00:00,1054
SH0875,Leipzig,Magdeburg,832,0.6,5,2026-01-27T00:00:00,4907
SH0876,Berlin,Dresden,262,4.7,4,2026-01-24T00:00:00,9635
SH0877,Magdeburg,Mainz,580,1.8,1,2026-01-18T00:00:00,4818
SH0878,Krefeld,Oberhausen,964,2.2,1,2026-01-29T00:00:00,6849
SH0879,Dortmund,Aachen,457,1.1,1,2026-01-20T00:00:00,6603
SH0880,Monchengladbach,Bielefeld,944,3.6,1,2026-01-22T00:00:00,3345
SH0881,Stuttgart,Magdeburg,707,1.5,5,2026-01-23T00:00:00,9175
SH0882,Bonn,Monchengladbach,845,4.4,3,2026-01-20T00:00:00,5677
SH0883,Halle,Aachen,509,2.2,3,2026-01-21T00:00:00,9640
SH0884,Essen,Mainz,349,1.9,5,2026-01-16T00:00:00,3003
SH0885,Mannheim,Augsburg,935,1.8,4,2026-01-22T00:00:00,6714
SH0886,Oberhausen,Stuttgart,444,3.6,3,2026-01-28T00:00:00,8156
SH0887,Oberhausen,Monchengladbach,792,0.7,2,2026-01-25T00:00:00,8149
SH0888,Munster,Bielefeld,886,1.8,2,2026-01-17T00:00:00,6212
SH0889,Dortmund,Essen,260,4.1,4,2026-01-28T00:00:00,1418
SH0890,Dresden,Monchengladbach,744,1.7,5,2026-01-18T00:00:00,7705
SH0891,Augsburg,Kiel,870,4.8,2,2026-01-17T00:00:00,9754
SH0892,Frankfurt,Oberhausen,701,4.2,4,2026-01-26T00:00:00,8402
SH0893,Erfurt,Duisburg,426,4.6,2,2026-01-22T00:00:00,7453
SH0894,Lubeck,Rostock,296,2.3,1,2026-01-25T00:00:00,8751
SH0895,Halle,Essen,736,1.3,4,2026-01-18T00:00:00,1546
SH0896,Rostock,Magdeburg,152,1.5,5,2026-01-20T00:00:00,3301
SH0897,Stuttgart,Karlsruhe,447,1.1,2,2026-01-21T00:00:00,2038
SH0898,Hamburg,Kiel,963,5.0,5,2026-01-26T00:00:00,7503
SH0899,Krefeld,Mannheim,904,1.4,2,2026-01-24T00:00:00,8376
SH0900,Halle,Bielefeld,440,3.1,4,2026-01-29T00:00:00,5283
SH0901,Bonn,Freiburg,346,4.4,3,2026-01-23T00:00:00,8141
SH0902,Wuppertal,Erfurt,445,0.8,3,2026-01-19T00:00:00,2531
SH0903,Rostock,Bochum,273,4.3,2,2026-01-19T00:00:00,1928
SH0904,Mannheim,Gelsenkirchen,609,2.9,5,2026-01-18T00:00:00,6281
SH0905,Hamburg,Bochum,719,3.7,3,2026-01-26T00:00:00,2477
SH0906,Munster,Kassel,231,0.8,4,2026-01-19T00:00:00,7549
SH0907,Bochum,Dresden,649,2.5,5,2026-01-26T00:00:00,9901
SH0908,Dresden,Mannheim,404,3.9,1,2026-01-20T00:00:00,7463
SH0909,Kiel,Dusseldorf,930,4.9,2,2026-01-20T00:00:00,6859
SH0910,Bielefeld,Aachen,252,1.7,4,2026-01-28T00:00:00,3573
SH0911,Bielefeld,Kassel,819,0.8,4,2026-01-29T00:00:00,9478
SH0912,Mannheim,Lubeck,298,2.6,3,2026-01-26T00:00:00,4011
SH0913,Duisburg,Frankfurt,131,1.4,5,2026-01-16T00:00:00,9767
SH0914,Lubeck,Karlsruhe,231,2.3,5,2026-01-22T00:00:00,5264
SH0915,Freiburg,Cologne,222,3.3,4,2026-01-18T00:00:00,8905
SH0916,Bochum,Augsburg,639,2.5,3,2026-01-24T00:00:00,7712
SH0917,Mannheim,Dortmund,513,3.1,5,2026-01-24T00:00:00,2986
SH0918,Nuremberg,Bochum,294,2.2,3,2026-01-28T00:00:00,8394
SH0919,Berlin,Magdeburg,718,4.6,2,2026-01-23T00:00:00,4276
SH0920,Magdeburg,Wiesbaden,329,3.1,5,2026-01-24T00:00:00,4330
SH0921,Dusseldorf,Dortmund,877,1.1,4,2026-01-27T00:00:00,5364
SH0922,Monchengladbach,Magdeburg,802,3.7,1,2026-01-23T00:00:00,9290
SH0923,Gelsenkirchen,Wiesbaden,912,4.7,3,2026-01-18T00:00:00,5878
SH0924,Hamburg,Magdeburg,429,0.7,1,2026-01-21T00:00:00,3185
SH0925,Mainz,Stuttgart,318,3.0,3,2026-01-28T00:00:00,8959
SH0926,Hamburg,Dusseldorf,747,2.0,4,2026-01-19T00:00:00,5227
SH0927,Kiel,Bochum,151,3.8,2,2026-01-17T00:00:00,5467
SH0928,Oberhausen,Chemnitz,642,1.2,2,2026-01-22T00:00:00,2235
SH0929,Kassel,Hamburg,474,1.4,4,2026-01-17T00:00:00,2727
SH0930,Kiel,Augsburg,739,2.7,2,2026-01-17T00:00:00,1308
SH0931,Bielefeld,Wuppertal,513,4.3,2,2026-01-24T00:00:00,2786
SH0932,Kassel,Wiesbaden,755,0.7,4,2026-01-25T00:00:00,3238
SH0933,Magdeburg,Mainz,909,2.0,1,2026-01-23T00:00:00,1546
SH0934,Dresden,Hamburg,930,3.0,4,2026-01-26T00:00:00,6449
SH0935,Mainz,Chemnitz,926,2.7,4,2026-01-18T00:00:00,1445
SH0936,Dortmund,Mainz,245,3.0,1,2026-01-17T00:00:00,2710
SH0937,Bielefeld,Dortmund,675,4.5,4,2026-01-24T00:00:00,1908
SH0938,Bochum,Erfurt,656,4.0,5,2026-01-24T00:00:00,7197
SH0939,Kassel,Chemnitz,186,2.9,3,2026-01-17T00:00:00,7786
SH0940,Stuttgart,Krefeld,315,4.8,2,2026-01-21T00:00:00,6788
SH0941,Karlsruhe,Dortmund,579,3.3,3,2026-01-27T00:00:00,7380
SH0942,Erfurt,Nuremberg,971,3.3,5,2026-01-25T00:00:00,9192
SH0943,Dusseldorf,Berlin,807,2.4,4,2026-01-28T00:00:00,5165
SH0944,Hanover,Stuttgart,239,3.0,1,2026-01-19T00:00:00,3928
SH0945,Hanover,Gelsenkirchen,585,4.0,5,2026-01-21T00:00:00,9225
SH0946,Dusseldorf,Wuppertal,316,1.1,2,2026-01-25T00:00:00,2228
SH0947,Hanover,Hamburg,446,2.0,2,2026-01-17T00:00:00,8994
SH0948,Bremen,Dortmund,866,1.7,3,2026-01-18T00:00:00,1863
SH0949,Nuremberg,Krefeld,145,3.2,3,2026-01-17T00:00:00,3663
SH0950,Kassel,Bochum,788,1.0,1,2026-01-21T00:00:00,2727
SH0951,Bochum,Hamburg,843,4.7,3,2026-01-29T00:00:00,6452
SH0952,Halle,Erfurt,258,2.8,1,2026-01-25T00:00:00,9425
SH0953,Duisburg,Cologne,161,1.3,3,2026-01-17T00:00:00,2610
SH0954,Karlsruhe,Leipzig,545,3.5,4,2026-01-28T00:00:00,8252
SH0955,Oberhausen,Monchengladbach,227,3.8,1,2026-01-26T00:00:00,9669
SH0956,Aachen,Augsburg,696,1.4,3,2026-01-24T00:00:00,2788
SH0957,Munster,Halle,120,3.4,4,2026-01-23T00:00:00,3201
SH0958,Kassel,Karlsruhe,531,4.3,4,2026-01-28T00:00:00,9441
SH0959,Munich,Kiel,913,4.5,3,2026-01-25T00:00:00,5644
SH0960,Chemnitz,Erfurt,194,1.2,3,2026-01-23T00:00:00,9308
SH0961,Monchengladbach,Munich,348,1.5,5,2026-01-23T00:00:00,6284
SH0962,Munich,Halle,446,3.9,2,2026-01-21T00:00:00,6101
SH0963,Stuttgart,Freiburg,148,4.3,3,2026-01-29T00:00:00,3984
SH0964,Freiburg,Mannheim,361,4.7,2,2026-01-23T00:00:00,9953
SH0965,Essen,Aachen,170,0.9,1,2026-01-19T00:00:00,8294
SH0966,Munster,Dortmund,770,0.9,2,2026-01-16T00:00:00,1056
SH0967,Leipzig,Kassel,364,1.7,4,2026-01-22T00:00:00,1606
SH0968,Bremen,Bochum,291,3.6,1,2026-01-24T00:00:00,4123
SH0969,Cologne,Berlin,627,4.7,5,2026-01-21T00:00:00,2350
SH0970,Monchengladbach,Nuremberg,883,4.2,2,2026-01-21T00:00:00,1802
SH0971,Mainz,Dortmund,766,1.1,4,2026-01-20T00:00:00,6235
SH0972,Wuppertal,Dusseldorf,530,0.6,4,2026-01-18T00:00:00,2914
SH0973,Rostock,Wiesbaden,198,0.6,1,2026-01-22T00:00:00,1790
SH0974,Kassel,Stuttgart,572,2.0,1,2026-01-18T00:00:00,6837
SH0975,Krefeld,Lubeck,852,1.7,5,2026-01-27T00:00:00,6150
SH0976,Krefeld,Gelsenkirchen,738,4.3,1,2026-01-27T00:00:00,4234
SH0977,Bielefeld,Dortmund,436,2.4,4,2026-01-26T00:00:00,6070
SH0978,Krefeld,Augsburg,589,1.4,1,2026-01-22T00:00:00,2503
SH0979,Monchengladbach,Mainz,733,3.9,4,2026-01-20T00:00:00,6942
SH0980,Gelsenkirchen,Essen,890,2.2,1,2026-01-29T00:00:00,6387
SH0981,Munich,Wuppertal,584,0.8,4,2026-01-25T00:00:00,7168
SH0982,Augsburg,Krefeld,919,2.6,4,2026-01-28T00:00:00,3077
SH0983,Berlin,Dresden,601,3.9,4,2026-01-23T00:00:00,6005
SH0984,Freiburg,Munster,546,4.8,3,2026-01-22T00:00:00,9199
SH0985,Nuremberg,Karlsruhe,549,0.5,3,2026-01-24T00:00:00,6770
SH0986,Erfurt,Wiesbaden,148,3.0,4,2026-01-19T00:00:00,1497
SH0987,Freiburg,Lubeck,948,4.3,2,2026-01-23T00:00:00,4381
SH0988,Kassel,Chemnitz,535,1.7,5,2026-01-16T00:00:00,5678
SH0989,Bochum,Stuttgart,803,2.4,3,2026-01-23T00:00:00,7049
SH0990,Munich,Duisburg,730,2.9,1,2026-01-20T00:00:00,1488
SH0991,Freiburg,Braunschweig,444,1.3,5,2026-01-26T00:00:00,8369
SH0992,Kassel,Erfurt,496,3.6,5,2026-01-28T00:00:00,1002
SH0993,Hamburg,Kiel,720,3.3,1,2026-01-28T00:00:00,3039
SH0994,Augsburg,Wiesbaden,154,1.4,5,2026-01-16T00:00:00,9483
SH0995,Lubeck,Leipzig,338,2.1,3,2026-01-29T00:00:00,8480
SH0996,Munster,Dresden,638,4.9,4,2026-01-28T00:00:00,7810
SH0997,Krefeld,Mainz,376,3.8,5,2026-01-20T00:00:00,3212
SH0998,Berlin,Bremen,816,3.6,4,2026-01-21T00:00:00,6610
SH0999,Bochum,Hamburg,420,2.4,3,2026-01-18T00:00:00,4228
SH1000,Oberhausen,Hanover,913,3.8,5,2026-01-23T00:00:00,3890
