lane_id,origin,destination,distance_km,travel_time_hours,toll_cost_eur,traffic_factor
LN0897,Bonn,Kiel,501,8.2,46.2,1.27
LN0898,Krefeld,Bochum,468,6.6,47.2,0.91
LN0899,Frankfurt,Mainz,772,10.7,63.0,1.23
LN0900,Wiesbaden,Krefeld,229,4.2,14.2,1.14
LN0901,Augsburg,Dortmund,731,10.1,61.2,1.19
LN0902,Leipzig,Braunschweig,510,7.9,46.7,1.12
LN0903,Gelsenkirchen,Aachen,619,8.3,58.5,1.12
LN0904,Magdeburg,Freiburg,525,7.3,46.2,1.21
LN0905,Krefeld,Munich,612,8.6,54.9,1.12
LN0906,Wuppertal,Dortmund,596,9.3,49.3,1.3
LN0907,Hamburg,Wiesbaden,170,2.7,18.0,1.21
LN0908,Dortmund,Gelsenkirchen,253,4.6,29.9,1.22
LN0909,Kiel,Leipzig,598,9.4,51.1,1.09
LN0910,Bochum,Lubeck,159,2.9,21.7,1.07
LN0911,Monchengladbach,Bochum,788,11.6,69.1,1.01
LN0912,Aachen,Oberhausen,486,6.8,47.9,1.03
LN0913,Munich,Essen,136,3.6,5.9,1.03
LN0914,Hamburg,Rostock,446,6.8,33.3,1.15
LN0915,Dortmund,Dusseldorf,189,4.0,24.7,1.2
LN0916,Bonn,Duisburg,183,3.5,24.5,1.14
LN0917,Krefeld,Wuppertal,384,6.2,32.7,0.93
LN0918,Wiesbaden,Hamburg,447,7.0,39.1,1.03
LN0919,Monchengladbach,Leipzig,761,10.3,70.0,1.06
LN0920,Freiburg,Kiel,116,2.8,13.1,1.03
LN0921,Aachen,Bonn,333,4.8,25.7,0.93
LN0922,Aachen,Munich,755,11.1,57.2,1.24
LN0923,Berlin,Lubeck,568,8.3,54.6,1.09
LN0924,Hanover,Augsburg,665,9.1,57.4,1.13
LN0925,Bremen,Monchengladbach,492,8.1,36.7,0.92
LN0926,Leipzig,Bonn,792,11.9,68.9,0.97
LN0927,Krefeld,Dortmund,798,11.7,72.7,1.08
LN0928,Karlsruhe,Magdeburg,591,8.5,50.4,1.16
LN0929,Bochum,Cologne,622,8.9,51.1,1.18
LN0930,Wuppertal,Chemnitz,362,5.5,34.3,1.03
LN0931,Rostock,Nuremberg,183,3.6,22.0,1.21
LN0932,Leipzig,Mainz,229,4.6,25.2,1.14
LN0933,Munich,Dortmund,382,6.5,27.8,1.08
LN0934,Hamburg,Leipzig,758,11.0,66.5,0.92
LN0935,Wiesbaden,Aachen,699,10.4,54.6,1.19
LN0936,Karlsruhe,Frankfurt,717,10.1,62.2,1.13
LN0937,Bochum,Rostock,586,8.9,53.4,1.12
LN0938,Dresden,Dortmund,491,6.8,38.0,1.01
LN0939,Cologne,Leipzig,130,2.3,11.3,1.14
LN0940,Bonn,Berlin,168,3.6,15.9,1.2
LN0941,Hanover,Munich,213,3.8,14.5,1.22
LN0942,Lubeck,Duisburg,776,10.2,68.1,1.16
LN0943,Wiesbaden,Wuppertal,385,5.5,33.0,1.03
LN0944,Aachen,Mannheim,619,8.7,58.3,1.26
LN0945,Braunschweig,Leipzig,345,6.1,27.7,1.17
LN0946,Dortmund,Freiburg,596,8.4,44.8,1.29
LN0947,Monchengladbach,Munster,755,10.0,57.5,1.04
LN0948,Krefeld,Dusseldorf,343,6.0,26.9,1.0
LN0949,Stuttgart,Chemnitz,577,9.2,50.0,1.0
LN0950,Halle,Chemnitz,690,9.5,60.5,1.27
LN0951,Freiburg,Oberhausen,272,3.9,18.8,0.97
LN0952,Duisburg,Dusseldorf,618,8.8,49.0,1.02
LN0953,Munster,Karlsruhe,757,10.1,56.1,1.02
LN0954,Bochum,Mainz,693,9.5,52.4,1.23
LN0955,Wuppertal,Karlsruhe,610,8.7,45.3,1.01
LN0956,Hanover,Chemnitz,227,4.5,25.2,0.92
LN0957,Braunschweig,Oberhausen,795,11.5,73.1,0.93
LN0958,Munster,Frankfurt,656,9.9,57.0,1.2
LN0959,Essen,Mannheim,219,3.9,20.9,1.14
LN0960,Bochum,Gelsenkirchen,288,4.3,19.0,1.02
LN0961,Oberhausen,Wiesbaden,245,4.7,22.6,0.99
LN0962,Munster,Freiburg,508,7.9,46.6,1.08
LN0963,Erfurt,Stuttgart,315,5.8,25.8,1.07
LN0964,Bielefeld,Monchengladbach,334,5.8,26.6,1.05
LN0965,Bielefeld,Duisburg,566,8.7,46.1,1.0
LN0966,Wiesbaden,Kiel,160,2.7,15.3,0.94
LN0967,Rostock,Hanover,667,9.9,60.5,1.22
LN0968,Augsburg,Bochum,623,9.6,55.3,0.92
LN0969,Munich,Mainz,301,4.3,22.4,1.02
LN0970,Mainz,Kassel,467,7.2,43.7,1.03
LN0971,Mainz,Magdeburg,749,11.1,66.0,1.12
LN0972,Halle,Dusseldorf,102,2.6,12.2,0.9
LN0973,Kiel,Dortmund,261,4.4,25.5,1.17
LN0974,Kassel,Mannheim,552,8.0,42.7,1.16
LN0975,Mannheim,Stuttgart,510,7.9,44.2,1.14
LN0976,Braunschweig,Gelsenkirchen,587,7.9,47.3,1.25
LN0977,Berlin,Bielefeld,260,4.4,19.9,1.1
LN0978,Bielefeld,Krefeld,439,6.2,40.0,1.03
LN0979,Lubeck,Frankfurt,671,9.9,63.1,1.17
LN0980,Essen,Chemnitz,665,8.9,53.4,1.2
LN0981,Gelsenkirchen,Braunschweig,445,7.2,44.3,1.17
LN0982,Mannheim,Munich,104,2.8,15.3,0.95
LN0983,Wiesbaden,Munster,588,9.0,48.6,0.9
LN0984,Bonn,Cologne,117,2.0,10.8,0.93
LN0985,Kiel,Frankfurt,566,8.9,55.2,1.17
LN0986,Duisburg,Oberhausen,298,5.1,27.7,0.96
LN0987,Bochum,Frankfurt,672,9.6,61.4,1.25
LN0988,Augsburg,Nuremberg,364,5.5,24.6,1.12
LN0989,Bremen,Bielefeld,130,2.8,8.3,0.94
LN0990,Braunschweig,Dortmund,139,3.2,11.7,1.21
LN0991,Augsburg,Leipzig,513,8.2,46.1,0.96
LN0992,Freiburg,Hamburg,653,9.5,60.0,1.12
LN0993,Hanover,Kiel,145,2.9,6.9,1.01
LN0994,Halle,Dresden,375,5.2,25.8,0.98
LN0995,Berlin,Cologne,690,10.1,53.9,1.03
LN0996,Oberhausen,Nuremberg,246,4.6,15.1,0.94
LN0997,Karlsruhe,Lubeck,132,2.3,12.7,0.98
LN0998,Augsburg,Magdeburg,654,9.8,58.3,0.9
LN0999,Cologne,Kassel,105,2.6,9.9,0.98
LN1000,Wuppertal,Frankfurt,221,3.4,14.3,1.18
LN1001,Halle,Krefeld,670,9.2,60.6,1.24
LN1002,Essen,Frankfurt,791,11.7,64.3,1.18
LN1003,Aachen,Rostock,353,5.3,32.3,1.04
LN1004,Nuremberg,Magdeburg,291,4.5,27.2,1.22
LN1005,Erfurt,Halle,146,3.3,16.4,1.07
LN1006,Wiesbaden,Dresden,789,11.2,73.1,1.24
LN1007,Wiesbaden,Lubeck,158,2.9,13.3,0.92
LN1008,Bochum,Braunschweig,244,5.0,18.0,1.24
LN1009,Lubeck,Oberhausen,431,6.7,35.1,1.09
LN1010,Mannheim,Kiel,589,8.3,50.5,1.19
LN1011,Wiesbaden,Berlin,385,5.8,35.4,1.2
LN1012,Hamburg,Chemnitz,596,8.1,54.4,0.98
LN1013,Braunschweig,Magdeburg,222,4.1,19.2,1.14
LN1014,Dortmund,Rostock,262,4.6,20.0,1.08
LN1015,Dusseldorf,Bremen,743,10.1,62.0,1.03
LN1016,Duisburg,Chemnitz,332,5.2,33.9,0.91
LN1017,Wiesbaden,Frankfurt,205,4.4,20.4,1.2
LN1018,Hanover,Mannheim,328,4.9,30.5,1.12
LN1019,Munich,Bochum,770,11.0,60.7,1.07
LN1020,Bremen,Dusseldorf,676,10.1,58.7,1.3
LN1021,Mainz,Nuremberg,331,5.4,24.1,0.97
LN1022,Bremen,Oberhausen,519,7.2,40.4,1.09
LN1023,Essen,Krefeld,786,10.6,67.6,0.91
LN1024,Monchengladbach,Gelsenkirchen,688,9.1,60.1,1.2
LN1025,Hanover,Erfurt,710,9.7,53.7,0.93
LN1026,Leipzig,Augsburg,302,4.4,29.2,0.91
LN1027,Stuttgart,Wiesbaden,585,8.0,42.0,1.23
LN1028,Duisburg,Leipzig,122,3.3,12.4,1.02
LN1029,Mainz,Wuppertal,766,11.4,62.9,1.07
LN1030,Wuppertal,Cologne,194,3.0,16.6,0.93
LN1031,Kiel,Krefeld,505,8.2,38.2,1.12
LN1032,Bonn,Dusseldorf,132,3.6,14.8,0.94
LN1033,Dusseldorf,Karlsruhe,162,3.6,11.7,1.22
LN1034,Erfurt,Gelsenkirchen,310,4.8,23.4,1.04
LN1035,Frankfurt,Bremen,419,5.7,43.2,0.93
LN1036,Mainz,Bremen,702,10.5,60.6,1.0
LN1037,Bochum,Duisburg,108,2.4,6.1,0.92
LN1038,Stuttgart,Duisburg,609,9.5,45.2,1.27
LN1039,Oberhausen,Halle,770,11.4,59.5,0.96
LN1040,Munster,Erfurt,496,7.2,42.5,1.0
LN1041,Magdeburg,Monchengladbach,218,4.7,23.7,1.01
LN1042,Monchengladbach,Hanover,553,8.5,49.4,0.92
LN1043,Mainz,Duisburg,131,2.2,5.8,1.07
LN1044,Rostock,Berlin,715,10.1,66.1,0.97
LN1045,Duisburg,Munich,255,4.7,21.8,1.19
LN1046,Kassel,Bonn,265,4.4,20.5,0.9
LN1047,Kassel,Dresden,184,3.6,17.4,1.12
LN1048,Dusseldorf,Bochum,354,6.3,28.1,1.15
LN1049,Bonn,Dortmund,706,10.6,63.0,1.2
LN1050,Bremen,Aachen,177,2.9,13.7,1.1
LN1051,Kassel,Wuppertal,659,9.9,50.3,0.94
LN1052,Dresden,Rostock,528,8.3,48.1,1.08
LN1053,Chemnitz,Dresden,345,5.2,29.5,0.93
LN1054,Kassel,Hanover,364,6.2,38.8,1.23
LN1055,Stuttgart,Cologne,564,7.6,50.2,1.03
LN1056,Stuttgart,Bielefeld,606,8.8,57.7,1.13
LN1057,Hamburg,Hanover,192,3.2,14.3,1.26
LN1058,Oberhausen,Kiel,330,5.6,28.8,0.97
LN1059,Hamburg,Mannheim,470,7.9,40.6,1.0
LN1060,Dortmund,Bonn,201,3.4,19.3,1.09
LN1061,Braunschweig,Karlsruhe,626,8.9,53.3,1.24
LN1062,Stuttgart,Hamburg,499,7.0,49.4,0.92
LN1063,Essen,Halle,327,5.4,29.2,1.11
LN1064,Erfurt,Lubeck,553,7.9,46.1,1.22
LN1065,Essen,Bochum,656,9.1,49.5,1.22
LN1066,Bochum,Dortmund,535,8.5,44.9,1.04
LN1067,Wiesbaden,Halle,243,4.9,27.4,0.91
LN1068,Braunschweig,Wiesbaden,598,8.4,44.9,0.93
LN1069,Kiel,Gelsenkirchen,743,10.3,57.3,0.95
LN1070,Hanover,Mainz,494,6.9,35.2,0.92
LN1071,Leipzig,Berlin,275,4.5,32.0,1.26
LN1072,Essen,Leipzig,535,7.6,44.5,1.03
LN1073,Wiesbaden,Oberhausen,130,3.4,11.3,1.13
LN1074,Dusseldorf,Kassel,191,3.7,18.1,1.17
LN1075,Munich,Cologne,626,8.4,59.8,0.97
LN1076,Karlsruhe,Berlin,456,6.9,32.7,1.13
LN1077,Nuremberg,Chemnitz,638,9.6,48.6,0.98
LN1078,Mannheim,Rostock,684,9.3,53.7,1.17
LN1079,Hamburg,Augsburg,535,8.4,50.7,0.97
LN1080,Stuttgart,Lubeck,101,3.2,11.3,1.0
LN1081,Lubeck,Bochum,108,2.1,9.4,1.2
LN1082,Rostock,Hamburg,265,4.7,28.6,1.24
LN1083,Cologne,Dresden,321,5.4,35.0,1.28
LN1084,Karlsruhe,Nuremberg,700,10.0,57.0,1.2
LN1085,Bremen,Berlin,292,5.6,27.5,1.28
LN1086,Dortmund,Augsburg,314,5.6,29.0,1.03
LN1087,Bonn,Erfurt,332,6.0,34.2,1.01
LN1088,Dortmund,Kassel,143,2.5,10.4,1.19
LN1089,Kassel,Dusseldorf,167,4.0,9.2,1.22
LN1090,Rostock,Karlsruhe,543,8.0,48.0,1.15
LN1091,Krefeld,Duisburg,171,2.9,19.9,1.03
LN1092,Erfurt,Freiburg,514,8.2,48.8,1.22
LN1093,Leipzig,Lubeck,782,10.3,70.5,1.24
LN1094,Leipzig,Krefeld,215,4.6,18.8,1.21
LN1095,Hamburg,Mainz,662,10.0,60.3,1.13
LN1096,Frankfurt,Leipzig,329,5.2,27.8,1.07
LN1097,Bremen,Erfurt,601,8.9,54.1,1.0
LN1098,Essen,Bonn,164,3.5,20.4,1.12
LN1099,Mainz,Freiburg,106,2.1,18.3,1.0
LN1100,Freiburg,Frankfurt,183,3.5,18.5,1.16
LN1101,Frankfurt,Stuttgart,498,6.8,46.3,1.08
LN1102,Bremen,Augsburg,576,7.9,55.3,1.01
LN1103,Augsburg,Hanover,252,4.1,16.1,1.19
LN1104,Freiburg,Dresden,747,10.5,62.7,1.21
LN1105,Wiesbaden,Mainz,774,10.7,61.8,1.08
LN1106,Bochum,Bremen,581,8.2,42.0,1.24
LN1107,Berlin,Krefeld,661,10.2,59.6,1.21
LN1108,Munich,Rostock,246,4.0,17.1,1.16
LN1109,Frankfurt,Freiburg,134,3.3,8.9,1.14
LN1110,Frankfurt,Gelsenkirchen,323,4.7,35.3,1.2
LN1111,Oberhausen,Cologne,281,4.1,20.4,1.25
LN1112,Hanover,Bremen,366,6.0,34.6,1.05
LN1113,Lubeck,Mainz,601,8.8,52.2,1.11
LN1114,Aachen,Magdeburg,758,10.3,68.8,1.01
LN1115,Dusseldorf,Wiesbaden,483,7.8,45.4,1.05
LN1116,Bielefeld,Erfurt,119,2.3,14.7,1.16
LN1117,Munich,Bonn,461,6.8,35.8,1.29
LN1118,Oberhausen,Dortmund,546,8.7,50.9,1.14
LN1119,Dusseldorf,Aachen,231,4.1,27.1,1.12
LN1120,Halle,Kiel,688,10.4,58.8,1.0
